sensor_id,machine_id,timestamp,temperature_c,vibration_mm_s,pressure_psi,rpm,power_kw
S008399,M016,2025-02-19 16:00:00,65.18,2.65,104.07,1927.9,36.12
S008400,M016,2025-02-19 20:00:00,67.08,2.985,102.19,1929.8,22.9
S008401,M016,2025-02-20 00:00:00,68.61,2.57,106.45,1951.9,37.99
S008402,M016,2025-02-20 04:00:00,68.24,2.672,105.51,1905.9,13.08
S008403,M016,2025-02-20 08:00:00,67.41,2.683,104.4,1925.5,23.55
S008404,M016,2025-02-20 12:00:00,66.41,3.036,108.14,1943.8,18.2
S008405,M016,2025-02-20 16:00:00,68.19,2.894,104.97,1952.4,24.83
S008406,M016,2025-02-20 20:00:00,67.02,2.835,104.83,1936.3,39.18
S008407,M016,2025-02-21 00:00:00,67.93,2.636,106.73,1906.2,28.28
S008408,M016,2025-02-21 04:00:00,67.01,2.711,103.9,1930.7,28.73
S008409,M016,2025-02-21 08:00:00,67.67,2.88,101.88,1952.1,47.11
S008410,M016,2025-02-21 12:00:00,69.27,2.938,105.59,1957.5,32.51
S008411,M016,2025-02-21 16:00:00,69.44,2.784,103.78,1982.9,29.93
S008412,M016,2025-02-21 20:00:00,67.08,2.822,103.38,1919.9,45.33
S008413,M016,2025-02-22 00:00:00,68.28,2.41,103.98,1966.5,14.95
S008414,M016,2025-02-22 04:00:00,67.63,2.85,105.9,1931.6,41.49
S008415,M016,2025-02-22 08:00:00,66.72,2.96,108.73,1930.1,25.63
S008416,M016,2025-02-22 12:00:00,64.94,3.07,101.57,1921.6,38.54
S008417,M016,2025-02-22 16:00:00,70.28,2.721,105.7,1946.0,20.89
S008418,M016,2025-02-22 20:00:00,66.08,2.911,104.0,1937.9,45.23
S008419,M016,2025-02-23 00:00:00,65.89,2.658,103.36,1964.0,19.61
S008420,M016,2025-02-23 04:00:00,67.75,2.988,105.42,1879.1,20.43
S008421,M016,2025-02-23 08:00:00,69.47,3.114,102.26,1939.4,22.3
S008422,M016,2025-02-23 12:00:00,67.01,3.002,106.29,1947.4,36.07
S008423,M016,2025-02-23 16:00:00,65.76,2.967,102.98,1993.5,46.44
S008424,M016,2025-02-23 20:00:00,66.89,2.67,104.69,1926.0,15.93
S008425,M016,2025-02-24 00:00:00,66.42,2.867,105.55,1942.2,15.45
S008426,M016,2025-02-24 04:00:00,64.47,2.961,105.19,1939.5,23.07
S008427,M016,2025-02-24 08:00:00,66.36,2.866,100.42,1957.6,31.47
S008428,M016,2025-02-24 12:00:00,68.68,2.959,103.18,1946.8,36.68
S008429,M016,2025-02-24 16:00:00,66.82,2.685,106.98,1983.5,22.57
S008430,M016,2025-02-24 20:00:00,70.39,2.906,106.17,1934.8,47.11
S008431,M016,2025-02-25 00:00:00,68.76,2.927,106.67,1942.3,39.71
S008432,M016,2025-02-25 04:00:00,67.24,2.795,107.47,1949.2,44.43
S008433,M016,2025-02-25 08:00:00,66.78,2.916,108.86,1907.5,36.7
S008434,M016,2025-02-25 12:00:00,69.35,2.592,107.92,2003.8,36.52
S008435,M016,2025-02-25 16:00:00,65.76,2.878,104.33,1959.9,39.78
S008436,M016,2025-02-25 20:00:00,68.24,2.603,103.83,1954.3,47.5
S008437,M016,2025-02-26 00:00:00,66.37,2.872,104.91,1979.0,21.13
S008438,M016,2025-02-26 04:00:00,68.3,2.957,106.66,1952.3,44.45
S008439,M016,2025-02-26 08:00:00,68.11,2.746,102.9,1885.8,48.89
S008440,M016,2025-02-26 12:00:00,66.33,3.031,106.15,2007.9,14.66
S008441,M016,2025-02-26 16:00:00,67.95,3.101,105.77,1936.8,24.12
S008442,M016,2025-02-26 20:00:00,67.98,3.004,109.29,1920.8,38.33
S008443,M016,2025-02-27 00:00:00,67.89,3.093,107.18,1961.0,38.79
S008444,M016,2025-02-27 04:00:00,68.86,3.098,103.39,1933.0,15.05
S008445,M016,2025-02-27 08:00:00,67.18,3.02,106.5,1947.8,20.21
S008446,M016,2025-02-27 12:00:00,67.21,3.123,105.98,1933.2,37.2
S008447,M016,2025-02-27 16:00:00,67.62,2.627,107.64,1934.1,44.33
S008448,M016,2025-02-27 20:00:00,66.39,3.012,108.44,1946.3,16.1
S008449,M016,2025-02-28 00:00:00,69.84,2.943,106.0,1885.1,38.04
S008450,M016,2025-02-28 04:00:00,66.1,2.978,105.49,1946.6,27.32
S008451,M016,2025-02-28 08:00:00,67.02,2.81,105.26,1963.2,25.63
S008452,M016,2025-02-28 12:00:00,67.29,2.721,102.35,1950.6,41.34
S008453,M016,2025-02-28 16:00:00,65.41,2.865,105.7,1957.9,48.05
S008454,M016,2025-02-28 20:00:00,68.09,3.029,106.81,1963.4,13.69
S008455,M016,2025-03-01 00:00:00,68.89,2.921,106.76,1931.9,41.21
S008456,M016,2025-03-01 04:00:00,69.12,2.919,107.13,1940.9,19.37
S008457,M016,2025-03-01 08:00:00,65.96,2.967,107.48,1944.0,30.35
S008458,M016,2025-03-01 12:00:00,67.58,2.951,105.58,1927.7,43.83
S008459,M016,2025-03-01 16:00:00,65.15,2.742,105.44,1986.4,17.91
S008460,M016,2025-03-01 20:00:00,66.61,2.771,102.12,1976.0,12.65
S008461,M016,2025-03-02 00:00:00,69.45,2.666,104.63,1926.2,14.4
S008462,M016,2025-03-02 04:00:00,67.72,2.699,104.56,1985.8,31.01
S008463,M016,2025-03-02 08:00:00,68.93,2.642,103.81,1938.5,16.67
S008464,M016,2025-03-02 12:00:00,67.27,2.612,104.56,1954.7,29.47
S008465,M016,2025-03-02 16:00:00,68.06,2.825,105.38,1929.3,23.88
S008466,M016,2025-03-02 20:00:00,65.28,2.824,104.03,1925.0,12.9
S008467,M016,2025-03-03 00:00:00,69.03,2.614,106.4,2003.7,10.11
S008468,M016,2025-03-03 04:00:00,68.24,2.79,105.47,1967.7,35.3
S008469,M016,2025-03-03 08:00:00,67.16,3.053,106.68,1979.8,40.95
S008470,M016,2025-03-03 12:00:00,66.68,2.883,105.56,1939.3,19.03
S008471,M016,2025-03-03 16:00:00,64.33,2.752,104.34,1889.5,45.07
S008472,M016,2025-03-03 20:00:00,70.85,2.881,107.04,1937.4,36.59
S008473,M016,2025-03-04 00:00:00,67.59,2.674,106.01,1965.8,46.35
S008474,M016,2025-03-04 04:00:00,67.51,2.842,102.92,1942.7,37.39
S008475,M016,2025-03-04 08:00:00,68.8,3.316,107.12,1937.4,43.58
S008476,M016,2025-03-04 12:00:00,66.0,2.918,108.61,1913.6,46.37
S008477,M016,2025-03-04 16:00:00,67.94,3.062,108.39,1940.3,24.12
S008478,M016,2025-03-04 20:00:00,67.32,2.864,104.66,1955.8,31.38
S008479,M016,2025-03-05 00:00:00,66.56,2.66,108.16,1933.9,10.9
S008480,M016,2025-03-05 04:00:00,69.4,2.445,109.18,1960.9,35.82
S008481,M016,2025-03-05 08:00:00,65.83,2.73,105.83,1928.4,10.3
S008482,M016,2025-03-05 12:00:00,65.02,2.694,103.39,1966.9,23.13
S008483,M016,2025-03-05 16:00:00,65.86,3.065,109.14,1955.3,30.95
S008484,M016,2025-03-05 20:00:00,65.05,2.664,106.34,1967.8,38.03
S008485,M016,2025-03-06 00:00:00,69.71,2.765,105.0,1947.3,26.54
S008486,M016,2025-03-06 04:00:00,68.48,3.136,105.59,1961.5,41.02
S008487,M016,2025-03-06 08:00:00,66.8,2.936,103.47,1941.1,28.13
S008488,M016,2025-03-06 12:00:00,66.88,3.213,106.1,1959.1,11.44
S008489,M016,2025-03-06 16:00:00,68.32,2.722,104.35,1984.0,32.08
S008490,M016,2025-03-06 20:00:00,66.28,2.742,102.1,1945.2,37.69
S008491,M016,2025-03-07 00:00:00,66.07,2.907,103.99,1917.3,43.6
S008492,M016,2025-03-07 04:00:00,68.58,2.531,105.1,1943.9,26.75
S008493,M016,2025-03-07 08:00:00,67.56,2.845,106.68,1920.4,37.74
S008494,M016,2025-03-07 12:00:00,68.6,2.809,103.49,1929.0,14.43
S008495,M016,2025-03-07 16:00:00,65.78,2.509,104.02,1960.1,35.35
S008496,M016,2025-03-07 20:00:00,66.81,3.069,106.56,1905.1,39.32
S008497,M016,2025-03-08 00:00:00,68.72,3.096,105.12,1934.4,47.73
S008498,M016,2025-03-08 04:00:00,65.53,2.726,105.98,1941.5,12.35
S008499,M016,2025-03-08 08:00:00,69.22,3.029,105.43,1982.9,47.14
S008500,M016,2025-03-08 12:00:00,67.32,2.8,102.66,1928.5,39.3
S008501,M016,2025-03-08 16:00:00,70.4,2.773,103.34,1928.5,15.59
S008502,M016,2025-03-08 20:00:00,67.5,2.871,105.58,1898.0,20.57
S008503,M016,2025-03-09 00:00:00,67.31,2.896,102.31,1894.3,41.25
S008504,M016,2025-03-09 04:00:00,64.39,2.86,106.36,1988.9,13.49
S008505,M016,2025-03-09 08:00:00,63.96,2.81,105.19,1933.1,15.69
S008506,M016,2025-03-09 12:00:00,67.74,2.74,105.42,1938.7,15.46
S008507,M016,2025-03-09 16:00:00,65.81,2.911,103.07,1986.7,36.3
S008508,M016,2025-03-09 20:00:00,69.1,2.545,100.23,1923.4,31.86
S008509,M016,2025-03-10 00:00:00,69.84,2.849,106.56,1939.1,19.32
S008510,M016,2025-03-10 04:00:00,67.62,2.767,103.89,1903.3,18.7
S008511,M016,2025-03-10 08:00:00,68.31,3.153,107.68,1939.0,15.62
S008512,M016,2025-03-10 12:00:00,67.94,3.173,105.18,1931.3,28.84
S008513,M016,2025-03-10 16:00:00,69.33,2.988,107.75,1924.2,19.74
S008514,M016,2025-03-10 20:00:00,67.3,3.143,106.66,1936.7,42.63
S008515,M016,2025-03-11 00:00:00,67.87,3.048,106.67,1938.3,39.73
S008516,M016,2025-03-11 04:00:00,68.6,3.126,104.27,1943.7,49.18
S008517,M016,2025-03-11 08:00:00,70.81,3.01,102.8,1976.7,40.6
S008518,M016,2025-03-11 12:00:00,68.6,3.175,107.68,1893.5,44.94
S008519,M016,2025-03-11 16:00:00,63.81,2.889,108.49,1953.1,25.08
S008520,M016,2025-03-11 20:00:00,67.37,2.697,107.69,1895.8,23.44
S008521,M016,2025-03-12 00:00:00,69.32,3.42,105.7,1901.0,14.88
S008522,M016,2025-03-12 04:00:00,70.84,2.941,107.89,1947.9,21.42
S008523,M016,2025-03-12 08:00:00,67.21,2.662,107.83,1945.2,44.08
S008524,M016,2025-03-12 12:00:00,67.6,3.351,103.65,1889.9,21.43
S008525,M016,2025-03-12 16:00:00,69.86,3.062,103.4,1938.9,48.08
S008526,M016,2025-03-12 20:00:00,68.89,2.922,103.93,1976.2,12.76
S008527,M016,2025-03-13 00:00:00,68.43,3.072,105.04,1888.5,35.95
S008528,M016,2025-03-13 04:00:00,67.84,2.955,103.64,1918.1,48.04
S008529,M016,2025-03-13 08:00:00,65.55,3.333,104.37,1938.0,46.33
S008530,M016,2025-03-13 12:00:00,64.54,3.313,104.71,1940.9,24.04
S008531,M016,2025-03-13 16:00:00,68.28,3.106,102.43,1957.1,16.16
S008532,M016,2025-03-13 20:00:00,67.98,2.831,107.98,1941.3,35.0
S008533,M016,2025-03-14 00:00:00,68.95,2.78,102.35,1959.8,23.39
S008534,M016,2025-03-14 04:00:00,70.4,2.677,105.3,1919.9,24.43
S008535,M016,2025-03-14 08:00:00,68.9,3.04,105.34,1955.1,18.32
S008536,M016,2025-03-14 12:00:00,69.45,3.274,105.51,1947.5,23.04
S008537,M016,2025-03-14 16:00:00,66.26,3.173,105.14,1872.7,27.95
S008538,M016,2025-03-14 20:00:00,70.4,3.113,105.32,1939.5,40.11
S008539,M016,2025-03-15 00:00:00,64.4,3.063,106.3,1969.9,37.38
S008540,M016,2025-03-15 04:00:00,69.29,3.094,105.23,1891.9,34.76
S008541,M016,2025-03-15 08:00:00,67.32,3.23,107.24,1910.0,11.09
S008542,M016,2025-03-15 12:00:00,65.21,2.922,105.27,1950.0,23.91
S008543,M016,2025-03-15 16:00:00,66.51,3.054,103.07,1969.1,31.72
S008544,M016,2025-03-15 20:00:00,68.32,2.893,107.56,1907.1,12.26
S008545,M016,2025-03-16 00:00:00,70.33,3.151,105.28,1913.6,28.89
S008546,M016,2025-03-16 04:00:00,65.42,3.158,104.32,1934.3,45.26
S008547,M016,2025-03-16 08:00:00,68.66,3.041,102.98,1941.1,47.21
S008548,M016,2025-03-16 12:00:00,68.45,2.825,104.31,1970.4,17.3
S008549,M016,2025-03-16 16:00:00,67.15,2.752,104.57,1908.7,10.85
S008550,M016,2025-03-16 20:00:00,69.35,2.951,105.89,1919.8,34.16
S008551,M016,2025-03-17 00:00:00,65.86,3.006,106.48,1884.8,45.69
S008552,M016,2025-03-17 04:00:00,69.27,2.916,104.19,1924.9,19.48
S008553,M016,2025-03-17 08:00:00,66.65,3.103,99.45,1912.2,12.37
S008554,M016,2025-03-17 12:00:00,69.2,3.165,105.98,1890.7,25.23
S008555,M016,2025-03-17 16:00:00,69.56,3.256,103.6,1922.6,40.07
S008556,M016,2025-03-17 20:00:00,68.16,3.016,106.37,1921.2,17.79
S008557,M016,2025-03-18 00:00:00,66.6,2.872,107.12,1907.4,26.98
S008558,M016,2025-03-18 04:00:00,69.54,3.317,102.52,1876.2,38.91
S008559,M016,2025-03-18 08:00:00,70.14,3.082,104.73,1944.0,50.33
S008560,M016,2025-03-18 12:00:00,67.77,3.082,101.28,1935.4,24.11
S008561,M016,2025-03-18 16:00:00,65.67,3.044,102.73,1885.5,22.22
S008562,M016,2025-03-18 20:00:00,69.26,2.935,106.71,1923.7,46.07
S008563,M016,2025-03-19 00:00:00,67.67,3.366,102.88,1948.5,37.25
S008564,M016,2025-03-19 04:00:00,71.14,2.869,105.15,1980.8,36.51
S008565,M016,2025-03-19 08:00:00,69.22,2.806,99.67,1895.2,27.22
S008566,M016,2025-03-19 12:00:00,66.88,2.859,105.42,1988.0,12.01
S008567,M016,2025-03-19 16:00:00,68.7,2.958,106.76,1934.7,10.99
S008568,M016,2025-03-19 20:00:00,69.15,3.035,104.76,1911.8,31.11
S008569,M016,2025-03-20 00:00:00,71.22,3.096,105.44,1905.7,32.71
S008570,M016,2025-03-20 04:00:00,70.69,2.853,103.96,1892.5,32.83
S008571,M016,2025-03-20 08:00:00,65.2,2.908,105.97,1970.9,36.43
S008572,M016,2025-03-20 12:00:00,65.74,3.262,103.36,1944.9,31.37
S008573,M016,2025-03-20 16:00:00,69.16,3.095,109.52,1889.1,23.64
S008574,M016,2025-03-20 20:00:00,69.41,3.233,103.33,1944.9,26.8
S008575,M016,2025-03-21 00:00:00,67.09,3.128,102.86,1925.9,49.25
S008576,M016,2025-03-21 04:00:00,69.67,3.382,103.09,1900.1,16.68
S008577,M016,2025-03-21 08:00:00,70.65,3.137,105.82,1904.1,46.66
S008578,M016,2025-03-21 12:00:00,68.92,3.434,104.85,1920.3,15.13
S008579,M016,2025-03-21 16:00:00,66.69,2.897,101.52,1898.3,41.67
S008580,M016,2025-03-21 20:00:00,69.15,3.047,104.25,1967.4,15.15
S008581,M016,2025-03-22 00:00:00,70.62,3.181,105.9,1917.0,38.02
S008582,M016,2025-03-22 04:00:00,68.38,2.843,105.29,1939.8,49.89
S008583,M016,2025-03-22 08:00:00,67.47,2.992,101.52,1940.5,22.78
S008584,M016,2025-03-22 12:00:00,69.34,3.209,104.19,1961.2,33.51
S008585,M016,2025-03-22 16:00:00,67.63,3.276,105.52,1952.3,23.02
S008586,M016,2025-03-22 20:00:00,67.43,3.261,107.71,1951.8,39.53
S008587,M016,2025-03-23 00:00:00,70.36,3.126,106.29,1936.6,28.35
S008588,M016,2025-03-23 04:00:00,69.35,3.195,103.6,1887.9,17.97
S008589,M016,2025-03-23 08:00:00,68.72,2.87,104.44,1946.4,45.14
S008590,M016,2025-03-23 12:00:00,68.04,2.974,103.03,1936.4,42.46
S008591,M016,2025-03-23 16:00:00,70.32,2.722,102.42,1992.8,16.02
S008592,M016,2025-03-23 20:00:00,65.76,3.293,102.83,1923.6,50.14
S008593,M016,2025-03-24 00:00:00,67.44,3.347,105.3,1963.0,26.09
S008594,M016,2025-03-24 04:00:00,66.56,2.705,105.95,1887.2,34.79
S008595,M016,2025-03-24 08:00:00,67.31,3.398,104.98,1912.3,24.3
S008596,M016,2025-03-24 12:00:00,67.74,3.253,106.21,1904.6,16.47
S008597,M016,2025-03-24 16:00:00,68.11,3.187,104.69,1902.2,13.86
S008598,M016,2025-03-24 20:00:00,67.04,3.338,102.04,1893.0,19.24
S008599,M016,2025-03-25 00:00:00,69.78,2.894,104.33,1941.6,24.16
S008600,M016,2025-03-25 04:00:00,68.5,3.215,108.57,1969.0,18.88
S008601,M016,2025-03-25 08:00:00,72.02,3.299,101.73,1896.6,13.49
S008602,M016,2025-03-25 12:00:00,67.2,3.256,106.45,1976.1,45.16
S008603,M016,2025-03-25 16:00:00,67.71,3.15,111.11,1921.6,43.95
S008604,M016,2025-03-25 20:00:00,68.39,3.202,102.69,1942.9,14.66
S008605,M016,2025-03-26 00:00:00,67.89,3.147,103.84,1968.0,34.61
S008606,M016,2025-03-26 04:00:00,69.51,3.193,102.08,1919.7,34.8
S008607,M016,2025-03-26 08:00:00,66.75,3.117,103.85,1903.0,37.16
S008608,M016,2025-03-26 12:00:00,70.92,3.3,100.17,1918.7,32.67
S008609,M016,2025-03-26 16:00:00,65.93,3.25,103.82,1901.8,36.77
S008610,M016,2025-03-26 20:00:00,68.26,3.188,101.2,1942.8,24.78
S008611,M016,2025-03-27 00:00:00,70.26,3.112,103.82,1916.9,26.96
S008612,M016,2025-03-27 04:00:00,70.94,3.301,105.94,1954.1,18.87
S008613,M016,2025-03-27 08:00:00,68.78,3.36,102.16,1937.3,49.56
S008614,M016,2025-03-27 12:00:00,67.15,3.701,101.46,1915.3,49.28
S008615,M016,2025-03-27 16:00:00,69.92,3.547,106.19,1941.3,36.6
S008616,M016,2025-03-27 20:00:00,69.56,3.062,105.06,1931.2,40.52
S008617,M016,2025-03-28 00:00:00,67.77,3.136,108.08,1922.6,18.31
S008618,M016,2025-03-28 04:00:00,70.67,3.308,105.03,1904.3,13.95
S008619,M016,2025-03-28 08:00:00,69.48,3.226,102.56,1953.4,14.08
S008620,M016,2025-03-28 12:00:00,68.11,3.362,102.04,1889.6,41.76
S008621,M016,2025-03-28 16:00:00,67.73,3.014,100.08,1994.7,49.44
S008622,M016,2025-03-28 20:00:00,68.47,3.163,101.39,1933.8,27.76
S008623,M016,2025-03-29 00:00:00,69.44,3.197,106.25,1907.0,49.2
S008624,M016,2025-03-29 04:00:00,69.22,3.368,101.63,1924.8,42.92
S008625,M016,2025-03-29 08:00:00,70.49,3.285,102.98,1956.4,21.51
S008626,M016,2025-03-29 12:00:00,69.92,3.549,104.59,1894.7,14.69
S008627,M016,2025-03-29 16:00:00,69.49,2.94,103.25,1911.1,47.53
S008628,M016,2025-03-29 20:00:00,67.54,3.447,103.32,1943.8,34.82
S008629,M016,2025-03-30 00:00:00,71.22,3.103,101.29,1906.7,35.61
S008630,M016,2025-03-30 04:00:00,69.59,3.573,102.79,1977.1,43.12
S008631,M016,2025-03-30 08:00:00,67.26,3.315,104.13,1942.4,38.33
S008632,M016,2025-03-30 12:00:00,68.87,3.327,102.86,1930.6,11.34
S008633,M016,2025-03-30 16:00:00,68.17,3.662,103.03,1947.7,22.53
S008634,M016,2025-03-30 20:00:00,69.33,3.08,101.12,1891.4,29.61
S008635,M016,2025-03-31 00:00:00,67.17,3.279,102.58,1902.4,29.73
S008636,M016,2025-03-31 04:00:00,70.91,3.254,104.35,1954.2,22.61
S008637,M016,2025-03-31 08:00:00,70.05,3.369,105.17,1939.9,35.55
S008638,M016,2025-03-31 12:00:00,70.48,3.402,106.68,1927.7,43.04
S008639,M016,2025-03-31 16:00:00,68.53,3.263,101.67,1881.4,30.15
S008640,M016,2025-03-31 20:00:00,70.18,2.947,102.55,1951.4,41.07
S008641,M017,2025-01-01 00:00:00,67.14,2.378,94.59,2744.5,43.36
S008642,M017,2025-01-01 04:00:00,65.28,2.46,97.51,2784.5,32.93
S008643,M017,2025-01-01 08:00:00,64.81,2.077,95.52,2803.6,34.71
S008644,M017,2025-01-01 12:00:00,64.67,2.45,96.81,2684.9,36.0
S008645,M017,2025-01-01 16:00:00,64.94,2.334,96.34,2720.1,23.81
S008646,M017,2025-01-01 20:00:00,66.17,2.323,98.53,2801.3,19.84
S008647,M017,2025-01-02 00:00:00,64.41,1.961,96.89,2773.4,29.79
S008648,M017,2025-01-02 04:00:00,66.95,2.32,97.53,2751.9,33.27
S008649,M017,2025-01-02 08:00:00,64.44,2.253,94.0,2734.3,26.2
S008650,M017,2025-01-02 12:00:00,62.77,2.15,94.83,2803.2,45.74
S008651,M017,2025-01-02 16:00:00,64.85,2.14,96.45,2791.8,48.64
S008652,M017,2025-01-02 20:00:00,64.28,2.1,95.87,2731.1,36.9
S008653,M017,2025-01-03 00:00:00,63.21,2.279,98.91,2742.9,27.59
S008654,M017,2025-01-03 04:00:00,68.14,2.018,96.6,2756.3,11.43
S008655,M017,2025-01-03 08:00:00,64.59,2.004,100.84,2749.5,21.53
S008656,M017,2025-01-03 12:00:00,63.65,1.974,95.57,2695.2,16.32
S008657,M017,2025-01-03 16:00:00,67.54,2.148,103.04,2765.2,28.0
S008658,M017,2025-01-03 20:00:00,62.92,2.379,99.05,2739.8,46.67
S008659,M017,2025-01-04 00:00:00,62.8,2.462,95.11,2800.3,48.92
S008660,M017,2025-01-04 04:00:00,65.82,2.386,96.39,2745.9,43.27
S008661,M017,2025-01-04 08:00:00,64.4,2.398,95.57,2763.8,40.83
S008662,M017,2025-01-04 12:00:00,68.06,2.386,97.02,2728.5,48.35
S008663,M017,2025-01-04 16:00:00,62.85,2.062,94.7,2795.3,18.58
S008664,M017,2025-01-04 20:00:00,64.48,2.2,97.46,2752.5,42.24
S008665,M017,2025-01-05 00:00:00,67.2,1.777,98.98,2801.2,48.74
S008666,M017,2025-01-05 04:00:00,63.41,2.486,96.04,2743.8,48.14
S008667,M017,2025-01-05 08:00:00,68.25,2.402,94.68,2770.4,22.04
S008668,M017,2025-01-05 12:00:00,63.9,2.128,94.26,2755.0,12.62
S008669,M017,2025-01-05 16:00:00,64.07,2.179,99.94,2766.0,10.18
S008670,M017,2025-01-05 20:00:00,68.14,2.088,92.46,2764.8,10.75
S008671,M017,2025-01-06 00:00:00,61.93,2.248,96.33,2755.7,46.84
S008672,M017,2025-01-06 04:00:00,64.34,2.332,98.1,2742.6,43.14
S008673,M017,2025-01-06 08:00:00,62.89,2.276,102.51,2763.0,49.88
S008674,M017,2025-01-06 12:00:00,65.47,2.334,96.54,2755.4,33.41
S008675,M017,2025-01-06 16:00:00,63.5,2.263,101.58,2768.8,19.49
S008676,M017,2025-01-06 20:00:00,64.49,2.348,100.75,2746.3,12.2
S008677,M017,2025-01-07 00:00:00,64.16,2.48,95.35,2755.2,34.81
S008678,M017,2025-01-07 04:00:00,63.35,2.326,99.47,2774.6,29.94
S008679,M017,2025-01-07 08:00:00,66.51,2.327,97.66,2753.9,32.09
S008680,M017,2025-01-07 12:00:00,64.27,2.15,95.48,2715.3,29.1
S008681,M017,2025-01-07 16:00:00,64.83,1.952,98.18,2684.0,27.14
S008682,M017,2025-01-07 20:00:00,64.48,1.726,96.57,2753.5,38.93
S008683,M017,2025-01-08 00:00:00,62.44,2.12,96.89,2755.5,33.3
S008684,M017,2025-01-08 04:00:00,63.26,2.124,96.56,2695.3,44.99
S008685,M017,2025-01-08 08:00:00,65.59,2.394,93.39,2753.0,29.15
S008686,M017,2025-01-08 12:00:00,66.28,2.617,91.07,2761.5,40.1
S008687,M017,2025-01-08 16:00:00,65.82,2.439,100.82,2718.2,30.17
S008688,M017,2025-01-08 20:00:00,66.5,2.311,94.67,2762.4,16.17
S008689,M017,2025-01-09 00:00:00,64.23,2.179,93.13,2696.6,35.3
S008690,M017,2025-01-09 04:00:00,65.49,2.129,93.65,2738.7,41.13
S008691,M017,2025-01-09 08:00:00,67.79,2.245,96.06,2764.8,45.92
S008692,M017,2025-01-09 12:00:00,64.16,2.157,95.07,2754.4,28.19
S008693,M017,2025-01-09 16:00:00,65.6,2.006,99.66,2727.8,23.69
S008694,M017,2025-01-09 20:00:00,65.23,2.186,95.9,2719.0,49.62
S008695,M017,2025-01-10 00:00:00,66.74,2.222,95.66,2764.9,33.82
S008696,M017,2025-01-10 04:00:00,65.28,2.401,96.19,2786.0,38.77
S008697,M017,2025-01-10 08:00:00,63.37,2.567,92.98,2720.2,30.97
S008698,M017,2025-01-10 12:00:00,64.19,2.283,98.01,2748.3,13.5
S008699,M017,2025-01-10 16:00:00,64.66,2.101,97.83,2790.2,28.32
S008700,M017,2025-01-10 20:00:00,64.85,2.314,95.38,2719.1,44.92
S008701,M017,2025-01-11 00:00:00,61.9,2.062,101.12,2740.6,26.94
S008702,M017,2025-01-11 04:00:00,61.28,2.143,97.39,2759.5,12.92
S008703,M017,2025-01-11 08:00:00,63.92,2.365,98.84,2737.3,27.5
S008704,M017,2025-01-11 12:00:00,62.59,2.197,96.55,2725.9,40.98
S008705,M017,2025-01-11 16:00:00,67.07,2.335,94.8,2757.2,46.26
S008706,M017,2025-01-11 20:00:00,64.11,2.81,93.15,2769.7,19.82
S008707,M017,2025-01-12 00:00:00,63.45,1.857,95.26,2791.3,17.81
S008708,M017,2025-01-12 04:00:00,64.06,2.256,95.85,2704.8,47.34
S008709,M017,2025-01-12 08:00:00,64.52,2.048,96.52,2746.6,34.58
S008710,M017,2025-01-12 12:00:00,65.09,2.38,94.41,2765.3,29.14
S008711,M017,2025-01-12 16:00:00,68.02,2.409,96.8,2738.6,46.81
S008712,M017,2025-01-12 20:00:00,64.05,2.008,94.8,2770.5,31.69
S008713,M017,2025-01-13 00:00:00,66.3,2.357,96.3,2680.7,17.38
S008714,M017,2025-01-13 04:00:00,64.19,2.232,95.38,2712.2,26.97
S008715,M017,2025-01-13 08:00:00,64.53,2.653,97.93,2747.1,35.41
S008716,M017,2025-01-13 12:00:00,62.31,2.349,94.99,2723.3,26.28
S008717,M017,2025-01-13 16:00:00,65.56,2.227,97.76,2770.5,11.95
S008718,M017,2025-01-13 20:00:00,65.38,2.164,95.06,2733.0,19.25
S008719,M017,2025-01-14 00:00:00,63.6,2.298,97.23,2700.8,30.32
S008720,M017,2025-01-14 04:00:00,65.06,2.291,97.83,2739.5,41.83
S008721,M017,2025-01-14 08:00:00,67.19,2.39,98.23,2742.3,33.99
S008722,M017,2025-01-14 12:00:00,66.62,2.553,98.78,2787.3,12.95
S008723,M017,2025-01-14 16:00:00,67.08,2.386,94.53,2748.2,21.32
S008724,M017,2025-01-14 20:00:00,62.84,2.472,99.18,2723.7,33.0
S008725,M017,2025-01-15 00:00:00,62.04,2.33,95.24,2796.8,45.95
S008726,M017,2025-01-15 04:00:00,66.39,2.751,96.37,2787.9,21.17
S008727,M017,2025-01-15 08:00:00,65.4,2.054,92.73,2704.1,23.98
S008728,M017,2025-01-15 12:00:00,65.42,2.698,92.7,2756.6,34.55
S008729,M017,2025-01-15 16:00:00,67.19,2.188,92.85,2753.3,15.91
S008730,M017,2025-01-15 20:00:00,63.68,2.578,99.35,2725.9,28.36
S008731,M017,2025-01-16 00:00:00,65.55,1.956,98.82,2720.3,37.54
S008732,M017,2025-01-16 04:00:00,65.19,2.22,95.52,2772.7,15.57
S008733,M017,2025-01-16 08:00:00,65.76,2.343,98.42,2758.5,49.95
S008734,M017,2025-01-16 12:00:00,66.2,2.288,99.0,2721.9,46.06
S008735,M017,2025-01-16 16:00:00,68.53,2.364,98.97,2726.0,23.64
S008736,M017,2025-01-16 20:00:00,64.1,2.289,100.49,2776.4,13.3
S008737,M017,2025-01-17 00:00:00,64.48,1.98,96.1,2851.9,40.21
S008738,M017,2025-01-17 04:00:00,64.59,2.427,100.4,2708.9,14.91
